nome_imagem_digital,bbox_x1,bbox_y1,bbox_x2,bbox_y2,status,fator_1_recorte_correto,fator_2_qualidade_suficiente,operador_id,timestamp_avaliacao
919700457820_dedo4.bmp,36.0,759.0,245.0,997.0,concluido,Não,Não,Rafael,2025-08-19T14:55:07.320576
919700457820_dedo5.bmp,40.0,1010.0,234.0,1165.0,concluido,Não,Não,Rafael,2025-08-19T14:55:07.320576
919700457820_dedo6.bmp,0.0,0.0,190.0,241.0,concluido,Sim,Sim,Rafael,2025-08-19T14:58:32.379134
919700457820_dedo7.bmp,2.0,252.0,165.0,467.0,concluido,Sim,Sim,Rafael,2025-08-19T14:58:32.379134
919700457820_dedo8.bmp,1.0,476.0,186.0,705.0,concluido,Sim,Sim,Rafael,2025-08-19T14:58:32.379134
919700457820_dedo9.bmp,1.0,723.0,185.0,941.0,concluido,Sim,Sim,Rafael,2025-08-19T14:58:32.379134
919700457820_dedo10.bmp,2.0,956.0,182.0,1141.0,concluido,Sim,Sim,Rafael,2025-08-19T14:58:32.379134
919700457838_dedo1.bmp,1.0,3.0,213.0,242.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo2.bmp,1.0,270.0,192.0,468.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo3.bmp,2.0,482.0,186.0,687.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo4.bmp,1.0,715.0,174.0,921.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo5.bmp,1.0,972.0,124.0,1130.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo6.bmp,1.0,1.0,165.0,214.0,concluido,Sim,Sim,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo7.bmp,2.0,244.0,182.0,443.0,concluido,Sim,Sim,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo8.bmp,1.0,465.0,159.0,647.0,concluido,Sim,Sim,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo9.bmp,2.0,684.0,151.0,859.0,concluido,Sim,Sim,Rafael,2025-08-19T15:02:29.438080
919700457838_dedo10.bmp,2.0,905.0,134.0,1073.0,concluido,Sim,Sim,Rafael,2025-08-19T15:02:29.438080
919700457846_dedo1.bmp,37.0,2.0,243.0,236.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457846_dedo2.bmp,29.0,249.0,203.0,452.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457846_dedo3.bmp,29.0,459.0,215.0,689.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457846_dedo4.bmp,27.0,707.0,224.0,916.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457846_dedo5.bmp,51.0,942.0,219.0,1141.0,concluido,Não,Não,Rafael,2025-08-19T15:02:29.438080
919700457846_dedo6.bmp,2.0,0.0,214.0,234.0,concluido,Sim,Sim,Rafael,2025-08-19T21:03:46.001099
919700457846_dedo7.bmp,2.0,246.0,175.0,466.0,concluido,Sim,Sim,Rafael,2025-08-19T21:03:46.001099
919700457846_dedo8.bmp,2.0,467.0,170.0,694.0,concluido,Sim,Sim,Rafael,2025-08-19T21:03:46.001099
919700457846_dedo9.bmp,1.0,708.0,155.0,922.0,concluido,Sim,Sim,Rafael,2025-08-19T21:03:46.001099
919700457846_dedo10.bmp,2.0,929.0,142.0,1140.0,concluido,Sim,Sim,Rafael,2025-08-19T21:03:46.001099
919700457889_dedo1.bmp,24.0,4.0,270.0,225.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo2.bmp,34.0,238.0,271.0,464.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo3.bmp,36.0,483.0,263.0,696.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo4.bmp,39.0,708.0,271.0,925.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo5.bmp,37.0,946.0,243.0,1149.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo6.bmp,2.0,3.0,254.0,250.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo7.bmp,9.0,282.0,234.0,489.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo8.bmp,7.0,526.0,237.0,729.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo9.bmp,12.0,747.0,242.0,936.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457889_dedo10.bmp,4.0,961.0,197.0,1133.0,concluido,Sim,Sim,OpusIMERIBEIRO,2025-08-20T17:19:21.954995
919700457897_dedo1.bmp,9.0,5.0,247.0,206.0,em_progresso,,,LF048,
919700457897_dedo2.bmp,13.0,238.0,223.0,414.0,em_progresso,,,LF048,
919700457897_dedo3.bmp,11.0,470.0,233.0,640.0,em_progresso,,,LF048,
919700457897_dedo4.bmp,12.0,674.0,231.0,865.0,em_progresso,,,LF048,
919700457897_dedo5.bmp,6.0,894.0,202.0,1056.0,em_progresso,,,LF048,
919700457897_dedo6.bmp,2.0,5.0,199.0,215.0,em_progresso,,,LF048,
919700457897_dedo7.bmp,1.0,242.0,193.0,427.0,em_progresso,,,LF048,
919700457897_dedo8.bmp,5.0,453.0,210.0,623.0,em_progresso,,,LF048,
919700457897_dedo9.bmp,2.0,673.0,195.0,855.0,em_progresso,,,LF048,
919700457897_dedo10.bmp,2.0,874.0,177.0,1043.0,em_progresso,,,LF048,
919700457900_dedo1.bmp,3.0,0.0,195.0,226.0,pendente,,,,
919700457900_dedo2.bmp,1.0,254.0,195.0,446.0,pendente,,,,
919700457900_dedo3.bmp,1.0,470.0,225.0,684.0,pendente,,,,
919700457900_dedo4.bmp,9.0,719.0,236.0,917.0,pendente,,,,
919700457900_dedo5.bmp,9.0,929.0,221.0,1118.0,pendente,,,,
919700457900_dedo6.bmp,1.0,17.0,195.0,241.0,pendente,,,,
919700457900_dedo7.bmp,0.0,264.0,178.0,464.0,pendente,,,,
919700457900_dedo8.bmp,0.0,486.0,199.0,674.0,pendente,,,,
919700457900_dedo9.bmp,2.0,679.0,202.0,879.0,pendente,,,,
919700457900_dedo10.bmp,0.0,897.0,199.0,1081.0,pendente,,,,
919700457935_dedo1.bmp,1.0,6.0,213.0,248.0,pendente,,,,
919700457935_dedo2.bmp,2.0,275.0,195.0,475.0,pendente,,,,
919700457935_dedo3.bmp,1.0,485.0,207.0,703.0,pendente,,,,
919700457935_dedo4.bmp,1.0,726.0,198.0,915.0,pendente,,,,
919700457935_dedo5.bmp,2.0,946.0,202.0,1127.0,pendente,,,,
919700457935_dedo6.bmp,1.0,4.0,203.0,216.0,pendente,,,,
919700457935_dedo7.bmp,1.0,221.0,177.0,419.0,pendente,,,,
919700457935_dedo8.bmp,4.0,428.0,206.0,625.0,pendente,,,,
919700457935_dedo9.bmp,1.0,677.0,171.0,865.0,pendente,,,,
919700457935_dedo10.bmp,1.0,902.0,169.0,1083.0,pendente,,,,
919700457951_dedo1.bmp,1.0,15.0,241.0,226.0,pendente,,,,
919700457951_dedo2.bmp,4.0,311.0,234.0,503.0,pendente,,,,
919700457951_dedo3.bmp,2.0,545.0,240.0,763.0,pendente,,,,
919700457951_dedo4.bmp,6.0,793.0,243.0,982.0,pendente,,,,
919700457951_dedo5.bmp,13.0,1006.0,244.0,1159.0,pendente,,,,
919700457951_dedo6.bmp,0.0,30.0,233.0,252.0,pendente,,,,
919700457951_dedo7.bmp,3.0,299.0,231.0,486.0,pendente,,,,
919700457951_dedo8.bmp,1.0,514.0,210.0,714.0,pendente,,,,
919700457951_dedo9.bmp,2.0,737.0,199.0,928.0,pendente,,,,
919700457951_dedo10.bmp,0.0,961.0,188.0,1100.0,pendente,,,,
919700457960_dedo1.bmp,6.0,3.0,193.0,228.0,pendente,,,,
919700457960_dedo2.bmp,1.0,252.0,182.0,465.0,pendente,,,,
919700457960_dedo3.bmp,1.0,475.0,164.0,694.0,pendente,,,,
919700457960_dedo4.bmp,2.0,712.0,158.0,941.0,pendente,,,,
919700457960_dedo5.bmp,3.0,966.0,152.0,1149.0,pendente,,,,
919700457960_dedo6.bmp,2.0,1.0,183.0,237.0,pendente,,,,
919700457960_dedo7.bmp,0.0,251.0,138.0,458.0,pendente,,,,
919700457960_dedo8.bmp,1.0,474.0,141.0,686.0,pendente,,,,
919700457960_dedo9.bmp,1.0,691.0,127.0,904.0,pendente,,,,
919700457960_dedo10.bmp,0.0,929.0,121.0,1098.0,pendente,,,,
919700457994_dedo1.bmp,24.0,18.0,242.0,247.0,pendente,,,,
919700457994_dedo2.bmp,35.0,265.0,227.0,472.0,pendente,,,,
919700457994_dedo3.bmp,47.0,486.0,270.0,709.0,pendente,,,,
919700457994_dedo4.bmp,50.0,730.0,267.0,931.0,pendente,,,,
919700457994_dedo5.bmp,59.0,947.0,244.0,1152.0,pendente,,,,
919700457994_dedo6.bmp,3.0,8.0,221.0,242.0,pendente,,,,
919700457994_dedo7.bmp,5.0,269.0,188.0,473.0,pendente,,,,
919700457994_dedo8.bmp,10.0,492.0,231.0,693.0,pendente,,,,
919700457994_dedo9.bmp,12.0,710.0,214.0,894.0,pendente,,,,
919700457994_dedo10.bmp,22.0,962.0,197.0,1130.0,pendente,,,,
919700458001_dedo1.bmp,31.0,0.0,250.0,240.0,pendente,,,,
919700458001_dedo2.bmp,35.0,262.0,243.0,455.0,pendente,,,,
919700458001_dedo3.bmp,31.0,482.0,236.0,687.0,pendente,,,,
919700458001_dedo4.bmp,32.0,703.0,249.0,913.0,pendente,,,,
919700458001_dedo5.bmp,33.0,948.0,233.0,1128.0,pendente,,,,
919700458001_dedo6.bmp,0.0,7.0,201.0,224.0,pendente,,,,
919700458001_dedo7.bmp,1.0,231.0,172.0,433.0,pendente,,,,
919700458001_dedo8.bmp,0.0,452.0,196.0,653.0,pendente,,,,
919700458001_dedo9.bmp,2.0,674.0,203.0,875.0,pendente,,,,
919700458001_dedo10.bmp,2.0,908.0,190.0,1086.0,pendente,,,,
919700458010_dedo1.bmp,1.0,1.0,186.0,221.0,pendente,,,,
919700458010_dedo2.bmp,1.0,237.0,186.0,453.0,pendente,,,,
919700458010_dedo3.bmp,1.0,477.0,206.0,693.0,pendente,,,,
919700458010_dedo4.bmp,0.0,714.0,192.0,926.0,pendente,,,,
919700458010_dedo5.bmp,1.0,965.0,176.0,1143.0,pendente,,,,
919700458010_dedo6.bmp,1.0,0.0,184.0,199.0,pendente,,,,
919700458010_dedo7.bmp,1.0,215.0,183.0,426.0,pendente,,,,
919700458010_dedo8.bmp,0.0,439.0,169.0,634.0,pendente,,,,
919700458010_dedo9.bmp,1.0,668.0,182.0,869.0,pendente,,,,
919700458010_dedo10.bmp,1.0,907.0,148.0,1080.0,pendente,,,,
919700458028_dedo1.bmp,3.0,26.0,225.0,265.0,pendente,,,,
919700458028_dedo2.bmp,6.0,285.0,208.0,480.0,pendente,,,,
919700458028_dedo3.bmp,6.0,496.0,206.0,697.0,pendente,,,,
919700458028_dedo4.bmp,14.0,718.0,192.0,931.0,pendente,,,,
919700458028_dedo5.bmp,14.0,947.0,180.0,1150.0,pendente,,,,
919700458028_dedo6.bmp,1.0,1.0,186.0,226.0,pendente,,,,
919700458028_dedo7.bmp,2.0,245.0,160.0,448.0,pendente,,,,
919700458028_dedo8.bmp,1.0,463.0,151.0,666.0,pendente,,,,
919700458028_dedo9.bmp,1.0,691.0,174.0,887.0,pendente,,,,
919700458028_dedo10.bmp,0.0,903.0,166.0,1097.0,pendente,,,,
919700458052_dedo1.bmp,39.0,2.0,258.0,243.0,pendente,,,,
919700458052_dedo2.bmp,36.0,271.0,236.0,475.0,pendente,,,,
919700458052_dedo3.bmp,40.0,485.0,257.0,702.0,pendente,,,,
919700458052_dedo4.bmp,39.0,717.0,236.0,938.0,pendente,,,,
919700458052_dedo5.bmp,38.0,960.0,234.0,1131.0,pendente,,,,
919700458052_dedo6.bmp,13.0,5.0,251.0,225.0,pendente,,,,
919700458052_dedo7.bmp,10.0,259.0,222.0,451.0,pendente,,,,
919700458052_dedo8.bmp,17.0,461.0,247.0,666.0,pendente,,,,
919700458052_dedo9.bmp,7.0,690.0,236.0,908.0,pendente,,,,
919700458052_dedo10.bmp,10.0,920.0,202.0,1103.0,pendente,,,,
919700458087_dedo1.bmp,2.0,0.0,240.0,245.0,pendente,,,,
919700458087_dedo2.bmp,1.0,271.0,199.0,473.0,pendente,,,,
919700458087_dedo3.bmp,0.0,498.0,212.0,701.0,pendente,,,,
919700458087_dedo4.bmp,1.0,711.0,206.0,901.0,pendente,,,,
919700458087_dedo5.bmp,6.0,929.0,194.0,1110.0,pendente,,,,
919700458087_dedo6.bmp,0.0,10.0,173.0,243.0,pendente,,,,
919700458087_dedo7.bmp,2.0,273.0,144.0,454.0,pendente,,,,
919700458087_dedo8.bmp,0.0,460.0,187.0,648.0,pendente,,,,
919700458087_dedo9.bmp,1.0,694.0,159.0,868.0,pendente,,,,
919700458087_dedo10.bmp,1.0,886.0,142.0,1052.0,pendente,,,,
919700458109_dedo1.bmp,27.0,262.0,252.0,467.0,pendente,,,,
919700458109_dedo2.bmp,26.0,502.0,249.0,731.0,pendente,,,,
919700458109_dedo3.bmp,38.0,756.0,257.0,996.0,pendente,,,,
919700458109_dedo4.bmp,6.0,1039.0,239.0,1162.0,pendente,,,,
919700458109_dedo6.bmp,4.0,226.0,230.0,423.0,pendente,,,,
919700458109_dedo7.bmp,8.0,445.0,229.0,670.0,pendente,,,,
919700458109_dedo8.bmp,12.0,678.0,223.0,876.0,pendente,,,,
919700458109_dedo9.bmp,5.0,905.0,212.0,1097.0,pendente,,,,
919700458125_dedo1.bmp,2.0,250.0,239.0,488.0,pendente,,,,
919700458125_dedo2.bmp,2.0,509.0,249.0,709.0,pendente,,,,
919700458125_dedo3.bmp,8.0,724.0,242.0,944.0,pendente,,,,
919700458125_dedo4.bmp,4.0,955.0,221.0,1162.0,pendente,,,,
919700458125_dedo6.bmp,16.0,249.0,222.0,439.0,pendente,,,,
919700458125_dedo7.bmp,12.0,475.0,208.0,667.0,pendente,,,,
919700458125_dedo8.bmp,2.0,687.0,193.0,891.0,pendente,,,,
919700458125_dedo9.bmp,2.0,904.0,188.0,1087.0,pendente,,,,
919700465237_dedo1.bmp,30.0,199.0,189.0,430.0,pendente,,,,
919700465237_dedo2.bmp,30.0,458.0,181.0,687.0,pendente,,,,
919700465237_dedo3.bmp,33.0,712.0,207.0,926.0,pendente,,,,
919700465237_dedo4.bmp,35.0,961.0,172.0,1156.0,pendente,,,,
919700465237_dedo6.bmp,1.0,228.0,165.0,443.0,pendente,,,,
919700465237_dedo7.bmp,2.0,451.0,153.0,662.0,pendente,,,,
919700465237_dedo8.bmp,4.0,690.0,164.0,911.0,pendente,,,,
919700465237_dedo9.bmp,2.0,931.0,152.0,1128.0,pendente,,,,
919700465300_dedo1.bmp,1.0,5.0,193.0,225.0,pendente,,,,
919700465300_dedo2.bmp,0.0,244.0,170.0,453.0,pendente,,,,
919700465300_dedo3.bmp,2.0,496.0,166.0,701.0,pendente,,,,
919700465300_dedo4.bmp,0.0,720.0,162.0,910.0,pendente,,,,
919700465300_dedo5.bmp,0.0,988.0,157.0,1165.0,pendente,,,,
919700465300_dedo6.bmp,1.0,4.0,153.0,214.0,pendente,,,,
919700465300_dedo7.bmp,1.0,239.0,155.0,443.0,pendente,,,,
919700465300_dedo8.bmp,2.0,461.0,159.0,663.0,pendente,,,,
919700465300_dedo9.bmp,1.0,695.0,122.0,877.0,pendente,,,,
919700465300_dedo10.bmp,3.0,937.0,110.0,1098.0,pendente,,,,
919700465318_dedo1.bmp,37.0,3.0,252.0,197.0,pendente,,,,
919700465318_dedo2.bmp,48.0,207.0,271.0,443.0,pendente,,,,
919700465318_dedo3.bmp,32.0,452.0,232.0,704.0,pendente,,,,
919700465318_dedo4.bmp,45.0,712.0,260.0,930.0,pendente,,,,
919700465318_dedo5.bmp,45.0,949.0,250.0,1145.0,pendente,,,,
919700465318_dedo6.bmp,7.0,0.0,251.0,177.0,pendente,,,,
919700465318_dedo7.bmp,25.0,246.0,265.0,458.0,pendente,,,,
919700465318_dedo8.bmp,3.0,468.0,241.0,692.0,pendente,,,,
919700465318_dedo9.bmp,5.0,704.0,256.0,921.0,pendente,,,,
919700465318_dedo10.bmp,2.0,938.0,217.0,1136.0,pendente,,,,
919700465334_dedo1.bmp,6.0,36.0,224.0,255.0,pendente,,,,
919700465334_dedo2.bmp,2.0,324.0,197.0,520.0,pendente,,,,
919700465334_dedo3.bmp,7.0,560.0,184.0,752.0,pendente,,,,
919700465334_dedo4.bmp,0.0,815.0,182.0,1030.0,pendente,,,,
919700465334_dedo5.bmp,1.0,1073.0,158.0,1159.0,pendente,,,,
919700465334_dedo6.bmp,2.0,33.0,186.0,267.0,pendente,,,,
919700465334_dedo7.bmp,2.0,322.0,162.0,499.0,pendente,,,,
919700465334_dedo8.bmp,0.0,528.0,177.0,725.0,pendente,,,,
919700465334_dedo9.bmp,0.0,783.0,169.0,941.0,pendente,,,,
919700465334_dedo10.bmp,1.0,1011.0,155.0,1100.0,pendente,,,,
919700465393_dedo1.bmp,12.0,118.0,268.0,391.0,pendente,,,,
919700465393_dedo2.bmp,13.0,396.0,264.0,598.0,pendente,,,,
919700465393_dedo3.bmp,23.0,617.0,262.0,821.0,pendente,,,,
919700465393_dedo4.bmp,45.0,862.0,257.0,1050.0,pendente,,,,
919700465393_dedo5.bmp,48.0,1061.0,240.0,1163.0,pendente,,,,
919700465393_dedo6.bmp,2.0,116.0,224.0,367.0,pendente,,,,
919700465393_dedo7.bmp,4.0,383.0,205.0,572.0,pendente,,,,
919700465393_dedo8.bmp,3.0,589.0,208.0,784.0,pendente,,,,
919700465393_dedo9.bmp,3.0,797.0,202.0,990.0,pendente,,,,
919700465393_dedo10.bmp,0.0,1010.0,197.0,1098.0,pendente,,,,
919700465415_dedo1.bmp,1.0,149.0,176.0,453.0,pendente,,,,
919700465415_dedo2.bmp,2.0,468.0,166.0,617.0,pendente,,,,
919700465415_dedo3.bmp,10.0,617.0,182.0,690.0,pendente,,,,
919700465415_dedo4.bmp,2.0,710.0,184.0,918.0,pendente,,,,
919700465415_dedo5.bmp,2.0,931.0,180.0,1134.0,pendente,,,,
919700465415_dedo6.bmp,1.0,130.0,171.0,430.0,pendente,,,,
919700465415_dedo7.bmp,3.0,437.0,170.0,646.0,pendente,,,,
919700465415_dedo8.bmp,4.0,655.0,185.0,864.0,pendente,,,,
919700465415_dedo9.bmp,2.0,870.0,190.0,1097.0,pendente,,,,
919700465431_dedo1.bmp,41.0,87.0,272.0,343.0,pendente,,,,
919700465431_dedo2.bmp,34.0,373.0,231.0,572.0,pendente,,,,
919700465431_dedo3.bmp,44.0,588.0,268.0,802.0,pendente,,,,
919700465431_dedo4.bmp,34.0,812.0,271.0,1022.0,pendente,,,,
919700465431_dedo5.bmp,34.0,1036.0,228.0,1165.0,pendente,,,,
919700465431_dedo6.bmp,6.0,68.0,271.0,343.0,pendente,,,,
919700465431_dedo7.bmp,11.0,359.0,251.0,579.0,pendente,,,,
919700465431_dedo8.bmp,10.0,596.0,262.0,792.0,pendente,,,,
919700465431_dedo9.bmp,8.0,804.0,242.0,998.0,pendente,,,,
919700465431_dedo10.bmp,4.0,1034.0,194.0,1171.0,pendente,,,,
919700465458_dedo1.bmp,2.0,88.0,231.0,350.0,pendente,,,,
